"title","phone","address","latitude","longitude","country","locality","dependent_locality","postal_code","monday","tuesday","wednesday","thursday","friday","saturday","sunday","google_map_iframes"
"Westfield Belconnen","02 6251 0859","K309 (near Sunglass Hut) Westfield Belconnen,Benjamin way,Belconnen ACT 2617",-35.238412,149.068206,"Australia","Belconnen","K309 (near Sunglass Hut)",2617,"9:00am-5:30pm","9:00am-5:30pm","9:00am-5:30pm","9:00am-5:30pm","9:00am-9:00pm","9:00am-5:00pm","10:00am-4:00pm","<iframe class="enlarge" src="https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d3258.755821794702!2d149.06615299999999!3d-35.23744800000001!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x6b17ad706732019b%3A0xa52be93abd681663!2sWestfield+Belconnen!5e0!3m2!1sen!2sau!4v1410408075543" width="90%" height="200" frameborder="0" ></iframe>"
